Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base,User-perceived ANR rate,User-perceived crash rate,Excessive battery usage (watch face)
Philips,PH1M_WW_9687,Philips,Philips Google TV TB3,3009-3013MB,TV,Mediatek MT9687,2x ARM Mali G52 (650 MHz),2160x3840,320,armeabi;armeabi-v7a,31;34,3.2,0,0.00%,0.00%,0.00%
Infinix,Infinix-X665C,Infinix,HOT 20i,1924MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1612,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
UNITEL,UNITEL_SMART_5G_S25,unitel,UNITEL_SMART_5G_S25,3581MB,Phone,Spreadtrum T760,4x ARM Mali G57 (850 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
HONOR,HWPCT,Huawei,HONOR View20,5904MB,Phone,HiSilicon KIRIN980,ARM Mali G76 (720 MHz),1080x2310,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
onn,onn7core,onn.,36020962,4020MB,Tablet,Mediatek MT8786,2x ARM Mali G52 (950 MHz),600x1024,160,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
VANKYO,S20_2020,Vankyo,S20_2020,2904MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,180,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
CEIBAL,BETELGEUSE,Ceibal,BETELGEUSE,2065MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.1,0,0.00%,0.00%,0.00%
SPC,GRAVITY_4_PLUS,SPC,GRAVITY_4_PLUS,8268MB,Tablet,Mediatek MT8183,ARM Mali G72 (800 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
samsung,heroltebmc,Samsung,Galaxy S7 ,3709MB,Phone,Samsung Exynos 8890,ARM Mali T880 (650 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
efioo,efiootabn7a,efioo,efiootabn7a,2961MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),600x1024,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
TVPLUS,DV6069Y_TVPLUS,TVPLUS,TV PLUS 4K BOX,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Itel,itel-A44-Power,Itel,itel A44 Power,951MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,213,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Rebecco,K80_ROW,Rebecco,K80_ROW,8589MB,Tablet,Spreadtrum T615,ARM Mali G57 (850 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
RUIO,M671M4,Ruio,Cola 4G,918MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,240,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Scope,F503V,Scope,F503V,2056MB,Tablet,Rockchip RK3368H,Imagination Tech PowerVR G6110 (576 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,3.1,0,0.00%,0.00%,0.00%
samsung,gts9fe,Samsung,Galaxy Tab S9 FE 5G,5689-5691MB,Tablet,Samsung s5e8835,5x ARM Mali G68 (950 MHz),1440x2304,280,arm64-v8a;armeabi;armeabi-v7a,34;36,3.2,0,0.00%,0.00%,0.00%
ZUUM,Aura_Z1,Zuum,AURA Z1,3926MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1612,280,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Teclast,T60-ROW,Teclast,T60-ROW,8140MB,Tablet,Spreadtrum T616,ARM Mali G57 (750 MHz),1200x2000,280,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
UMIDIGI,UMIDIGI_F3,Umidigi,F3 EEA,8180MB,Phone,Mediatek MT6771,3x ARM Mali G72 (800 MHz),720x1650,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
vivo,PD1505,Vivo,Y31,933MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),540x960,240,armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
IPRODA,GG,Iproda,GG,3925MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,213,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Itel,itel-A551L,Itel,itel A27(P17 Pro 4G),929MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
OPPO,OP4C4BL1,Oppo,CPH1989,5924-8038MB,Phone,Mediatek MT6771,3x ARM Mali G72 (800 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
samsung,gts28ltekx,Samsung,Galaxy Tab S2 8.0,2897MB,Tablet,Samsung Exynos 5433,ARM Mali T760 (700 MHz),1536x2048,320,armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
samsung,j7topltemtr,Samsung,Galaxy J7 Star,1900MB,Phone,Samsung Exynos 7870,ARM Mali T830 (700 MHz),720x1280,280,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
lge,L-02K,LGE,JOJO,3902MB,Phone,Qualcomm MSM8998,Qualcomm Adreno 540 (650 MHz),1440x2880,640,arm64-v8a;armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
Philips,S326,Philips,S326,939MB,Phone,Spreadtrum SC9830A,ARM Mali 400 (512 MHz),720x1280,320,armeabi;armeabi-v7a,22,2.0,0,0.00%,0.00%,0.00%
ENGLAON,elliniko,Englaon,ENGLAON,1884MB,TV,Mediatek MT9676,2x ARM Mali G52 (552 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
BPL,R4_GTV,BPL,R4_GTV,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Tecnomaster,sugamo,Tecnomaster,Tecnomaster,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
BLU,G190,Blu,Grand M2,947MB,Phone,Mediatek MT6580M,,480x854,240,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
HONOR,HNNTH,Honor,HONOR 50,5706-7798MB,Phone,Qualcomm SM7325,Qualcomm Adreno 642l (550 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
samsung,m15x,Samsung,Galaxy M15 5G,3733-7963MB,Phone,Mediatek MT6835V/ZA,2x ARM Mali G57 (962 MHz),1080x2340,450,arm64-v8a;armeabi;armeabi-v7a,34;35;36,3.2,0,0.00%,0.00%,0.00%
DIGGIO,mountbaker,KTCtv,DIGGIO,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
FiestaDuo,iX,Fiesta Duo,iX,2061MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1498,320,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
TCL,Sunrise_CAN,TCL,TCL 60 XE NXTPAPER 5G,5944MB,Phone,Mediatek MT6835,2x ARM Mali G57 (962 MHz),1080x2460,480,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
QPS,KID15,QPS Digital Electronics,KID15,1029MB,Tablet,Allwinner A50,2x ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
Altron,GI-530,Altron,GI-530,1001MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),576x1280,240,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
Elephone,E10,Elephone,E10,4016MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
FFFSMARTLIFE,FFFTAB10,FFFSMARTLIFE,FFFTAB10,3098MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,28,3.1,0,0.00%,0.00%,0.00%
CONTIXO,CONTIXO-V8,Contixo,CONTIXO_V8,1030MB,Tablet,Allwinner A50,2x ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
EL,D68,EL (Africa),D68,3007MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1560,380,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Stylo,Prizm,Stylo,Prizm,4035MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1520,280,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
asus,ASUS_X00BD_1,Asus,ZenFone Go (ZB500KG),959MB,Phone,Qualcomm MSM8212,Qualcomm Adreno 302 (400 MHz),480x854,240,armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
TCL,U50A_ATT,TCT (Alcatel),TETRA,1981MB,Phone,Mediatek MT6739WM,Imagination Tech PowerVR GE8100 (450 MHz),480x854,240,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
GLOBAL,stanford,KTCtv,Global,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
samsung,m30s,Samsung,Galaxy M30s,3761-5879MB,Phone,Samsung Exynos 9611,ARM Mali G72 (1050 MHz),1080x2340,420,arm64-v8a;armeabi;armeabi-v7a,29;30,3.2,0,0.00%,0.00%,0.00%
OSCAL,Pad16,OSCAL,Pad 16,8140MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Blaupunkt,TX01,Blaupunkt,TX01,3939MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
OPPO,A83t,Oppo,A83t,3751MB,Phone,Mediatek MT6763T,2x ARM Mali G71 (770 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2,0,0.00%,0.00%,0.00%
OPPO,OP5A47,Oppo,A3x 5G,5843-5866MB,Phone,Mediatek MT6835,2x ARM Mali G57 (962 MHz),720x1604,320,arm64-v8a;armeabi;armeabi-v7a,34;35,3.2,0,0.00%,0.00%,0.00%
FEONAL,D118_EEA,FEONAL,D118_EEA,4049MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,200,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Logicom,TAB_XXL_14,Logicom,TAB_XXL_14,4012MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,213,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
ADVAN,ADVAN_G_Tab,Advan digital,G-Tab,2944MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Vertex,TABX8,Vertex,TAB-X8,1996MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),800x1280,214,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Polestar,jalapeno,Polestar,Polestar,7703MB,Android Automotive,Qualcomm SA8155P,Qualcomm Adreno 640 (700 MHz),1200x1920,140,arm64-v8a,32,3.2,0,0.00%,0.00%,0.00%
nubia,PQ83F01,ZTE,nubia Z60 Ultra,16092MB,Phone,QTI SM8650,Qualcomm Adreno 750 (903 MHz),1116x2480,480,arm64-v8a,34,3.2,0,0.00%,0.00%,0.00%
WIKO,W-V600,Wiko,Harry2,1948MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
samsung,a8sqltechn,Samsung,Galaxy A8s,5818MB,Phone,Qualcomm SDM710,Qualcomm Adreno 616 (500 MHz),1080x2340,420,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Premio,X75-2021,Premio,X750-2021,3060MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1560,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
VANKYO,Z4_EEA,Vankyo,Z4_EEA,2054MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Qilive,dongnae,Qilive,Qilive 2K Smart TV,975MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Semeakoko,SS-P30_EEA,Semeakoko,SS-P30_EEA,3972MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
vivo,PD2121,Vivo,V2121A,7881MB,Phone,Mediatek MT6891,9x ARM Mali G77 (805 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
CROSSCALL,HS8952QC,Crosscall,TREKKER- X3,3221MB,Phone,Qualcomm MSM8952,Qualcomm Adreno 405 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.1,0,0.00%,0.00%,0.00%
Hisense,HLTE106E_01,Hisense,Hisense U964,1000MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x1010,240,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
DOCOMO,F41A,Fujitsu,arrows Be4 F-41A,2973-2975MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),1080x2220,480,arm64-v8a;armeabi;armeabi-v7a,29;30;31,3.2,0,0.00%,0.00%,0.00%
TECNO,TECNO-KM5s,Tecno,TECNO SPARK 40/SPARK 40 Plus,3925MB,Phone,Mediatek MT6769V/CB,ARM Mali G52 (950 MHz),720x1600,320,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
nubia,PQ83P01,ZTE,NP03J,11821MB,Tablet,QTI SM8650,Qualcomm Adreno 750 (903 MHz),1800x2880,400,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
ALIGATOR,ALIGATOR_S5070,Aligator,ALIGATOR S5070,999MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
Nokia,SCP,Nokia,Nokia G21,3720MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
ELEVATE,V55C,Elevate,V55C,3020MB,Phone,Qualcomm MSM8974AC,Qualcomm Adreno 330 (574 MHz),1080x1920,480,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
ZTE,P635F33,ZTE,Blade A452,965MB,Phone,Mediatek MT6735P,ARM Mali T720 (600 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
TECNO,TECNO-BG7,Tecno,TECNO SPARK 20C,3964MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),720x1612,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
OPPO,OP4F2BL1,Oppo,Reno5 A (eSIM),5659MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
HTC,Wildfire_E5_Plus,HTC,Wildfire E5 Plus,6030MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
STREAM,dongnae,Stream,Stream TV G2K,975MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),1080x1920,213,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
neocore,neocore_E1_2_eea,neocore,neocore_E1_2,2918MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.1,0,0.00%,0.00%,0.00%
PRITOM,M10_C10,Pritom,M10_C10,3931MB,Tablet,Allwinner A537,ARM Mali G57 (600 MHz),800x1280,160,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
Samtech,T3G_04,Samtech,T3G_04,937MB,Tablet,Mediatek MT8321,,600x1024,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
ASTROM,AST707G,Astrom,AST707G,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Sony,C2305,Sony,Xperia C,1021MB,Phone,Mediatek MT6589,Imagination Tech PowerVR SGX544 (286 MHz),540x960,240,armeabi;armeabi-v7a,17,2.0,0,0.00%,0.00%,0.00%
HimeTV,HIME_B866V2FAS,Hime TV,PANZTE-0001,2086MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),720x1280,213,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
realme,RE5887,realme,realme C30,1923-4034MB,Phone,Spreadtrum T612,ARM Mali G57 (650 MHz),720x1600,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
BLECK,BE_xl,Revko,BE XL,2920MB,Phone,Mediatek MT6750T,ARM Mali T860 (650 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
MARQ,DV6067H,MarQ,DV6067H,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
LAVA,T81,Lava,T81,1965MB,Phone,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,240,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
realme,RE6458L1,realme,realme 16 Pro+ 5G,7617-11789MB,Phone,QTI SM7750,Qualcomm Adreno 722 (1100 MHz),1280x2800,560,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
HONOR,HWLLD-H2,Huawei,荣耀9i,3967-3972MB,Phone,HiSilicon KIRIN659,2x ARM Mali T830 (900 MHz),1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,26;28,3.2,0,0.00%,0.00%,0.00%
IDC,EVO_G4,IDC,EVO_G4,4028MB,Phone,Mediatek MT6763,2x ARM Mali G71 (700 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
KDDI,SOV41,Sony,Xperia 5,5753MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2520,420,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Ciontek,CS30,Ciontek,CS30,1871MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
cocomm,F780,COCOMM,F780,1922MB,Phone,Mediatek MT6761V/WBB,Imagination Tech PowerVR GE8300 (660 MHz),480x854,200,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
lge,t8lte,LGE,LG G Pad F 8.0,909MB,Tablet,Qualcomm MSM8926,Qualcomm Adreno 305 (400 MHz),800x1280,213,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
Lenovo,TB3-730M,Lenovo,Lenovo TAB3 7,967MB,Tablet,Mediatek MT8161,,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
nubia,Z8900S,ZTE,A404ZT,5758MB,Phone,Mediatek MT6878,4x ARM Mali G615 (1047 MHz),1188x2790,520,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
SSmooth,SSmooth_5_HD,Smooth,Smooth_5_HD,934MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1280,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
HUAWEI,HWY221-U,Huawei,Y221-U12,491MB,Phone,Mediatek MT6572M,ARM Mali 400 (400 MHz),320x480,160,armeabi;armeabi-v7a,19,2.0,0,0.00%,0.00%,0.00%
Prestigio,DW50B5G,Prestigio,PSP7511DUO,2068MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,23,2.0,0,0.00%,0.00%,0.00%
HOTWAV,Cyber_X_Pro,Hotwav,Cyber X Pro,12364MB,Phone,Mediatek MT6789,2x ARM Mali G57 (1068 MHz),1080x2460,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Plimpton,Kids_10_ver13,Plimpton,Kids_10_ver13,2038MB,Tablet,Allwinner A133Pro,Imagination Tech PowerVR GE8300 (600 MHz),800x1280,213,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
KEMPLER_STRAUSS,ZKEMPLER_MAX,KEMPLER STRAUSS,ZKEMPLER_MAX,3952MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),600x1024,160,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Pixus,Pixus_Line,Pixus,Pixus_Line,6039MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
OnePlus,OP5927,OnePlus,PHP110,16191MB,Phone,Mediatek MT6983,10x ARM Mali G710 (848 MHz),1240x2772,560,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
Hannspree,HSG1415,HannSpree,HSG1415,3076MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Infinix,Infinix-X6812,Infinix,HOT 11S,3939-6047MB,Phone,Mediatek MT6769,ARM Mali G52 (820 MHz),1080x2460,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
EL,Pad_S8,EL(elongmobile),Pad_S8,8140MB,Tablet,Spreadtrum T616,ARM Mali G57 (750 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Prestigio,CF80A5L,Prestige,PMT5778_4G,1989MB,Tablet,Mediatek MT8735,,1200x1920,240,armeabi;armeabi-v7a,27,3.1,0,0.00%,0.00%,0.00%
Micromax,Q413,Micromax,Canvas Xpress 4g,3105MB,Phone,Mediatek MT6735P,ARM Mali T720 (600 MHz),720x1280,320,armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
Cidea,CM76_EEA,Cidea,CM76,2072MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),600x1024,160,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
LESIA,K2s,Lesia,K2s,963MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x960,198,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Gigaset,GS110,Gigaset,GS110,891MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),600x1280,280,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
SUNMAX,Model_E_4G,SUNMAX,Model_E_4G,2016MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1600,280,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
nubia,PQ84P01,ZTE,NP05J,11703MB,Tablet,QTI SM8750,Qualcomm Adreno 830 (1100 MHz),1504x2400,360,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Digiquest,tamachi,Digiquest,Italy,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
WALTON,Primo_ZX3,Walton,Primo ZX3,4021MB,Phone,Mediatek MT6757,ARM Mali T880 (900 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
ZTE,P606F09,ZTE,ZTE Blade V50 Vita,3960MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
samsung,gts210velte,Samsung,Galaxy Tab S2,2941MB,Tablet,Qualcomm MSM8976,Qualcomm Adreno 510 (600 MHz),1536x2048,320,arm64-v8a;armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
Creato,mdt1005_mk_32,Creato,DVT101B,2090MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
samsung,zeroflteacg,Samsung,Galaxy S6,2806MB,Phone,Samsung Exynos 7420,ARM Mali T760 (772 MHz),1440x2560,640,arm64-v8a;armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
VENTURER,VCT9F78Q22,Venturer,VCT9F78Q22,2055MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
BenQ,S905Y2,BenQ,Q Stick,2032MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
WIKO,WC300SN,Wiko,WC300SN,1931MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1440,320,armeabi;armeabi-v7a,25,3.2,0,0.00%,0.00%,0.00%
BLU,G0570WW,Blu,G71,3661MB,Phone,Spreadtrum T610,2x ARM Mali G52 (614 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
